review_id,section,claim_id,claim_text,is_quote,has_numbers,is_causal_or_normative,citation_text,citation_type,citation_author,citation_year,is_secondary,primary_mentioned_author,primary_mentioned_year,stated_page,in_reference_list,source_pdf_path,priority,section_canonical,section_level,research_question,section_title
2_1,unknown,1cdc87a4,"Finally, at the macro or system-wide level, national M&E policies, legal mandates, and budget allocations form the backbone of a sustainable M&E system (Chirau et al., 2022).",False,True,False,"(Chirau et al., 2022)",parenthetical,Chirau et al.,2022,False,,,,,pilot_inputs/sources_pdf/Chirau_2020.pdf,High,Multi-Level Capacity Building,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Multi-Level Capacity Building
2_1,unknown,eea3cbd0,"For example, Kanyamuna (2021) underscores the value of a whole-of-government approach, in which standardized indicators and integrated national frameworks ensure that data are comparable across ministries and feed into a shared platform for evidence-based policy.",False,True,False,Kanyamuna (2021),narrative,Kanyamuna,2021,False,,,,,pilot_inputs/sources_pdf/Kanyamuna_2021.pdf,High,Multi-Level Capacity Building,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Multi-Level Capacity Building
2_1,unknown,515cce09,"Country-led approaches further emphasize that local contexts, rather than donor imperatives, should dictate the focus and structure of M&E system interventions (Chirau, Masilela, & Dlakavu, 2020).",False,True,True,"(Chirau, Masilela, & Dlakavu, 2020)",parenthetical,Dlakavu,2020,False,,,,,pilot_inputs/sources_pdf/Chirau_2020.pdf,High,Multi-Level Capacity Building,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Multi-Level Capacity Building
2_1,unknown,60e83099,"Another cornerstone of M&E systems strengthening lies in formalizing M&E within governance structures, often referred to as “institutionalization.” This process includes legal or policy mandates requiring government agencies to not only collect data but also use it systematically in planning and budgeting (Matsiliza, 2019).",True,True,False,"(Matsiliza, 2019)",parenthetical,Matsiliza,2019,False,,,,,pilot_inputs/sources_pdf/Matsiliza_2019.pdf,High,Institutionalization and Policy Integration,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Institutionalization and Policy Integration
2_1,unknown,dbe50131,"Makadzange (2022) describes this as achieving “fully institutionalised M&E systems,” which entails embedding M&E principles across the public sector, reinforcing them with legislation, and ensuring that responsibilities for data collection, analysis, and reporting are clearly designated.",True,True,False,Makadzange (2022),narrative,Makadzange,2022,False,,,,,pilot_inputs/sources_pdf/Makadzange_2022.pdf,High,Institutionalization and Policy Integration,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Institutionalization and Policy Integration
2_1,unknown,8b1d4669,"Integration with budgeting processes is repeatedly cited as crucial (Chirau et al., 2022; Kanyamuna et al., 2018).",False,True,False,"(Chirau et al., 2022; Kanyamuna et al., 2018)",parenthetical,Chirau et al.,2022,False,,,,,pilot_inputs/sources_pdf/Chirau_2020.pdf,High,Institutionalization and Policy Integration,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Institutionalization and Policy Integration
2_1,unknown,a093511f,"Integration with budgeting processes is repeatedly cited as crucial (Chirau et al., 2022; Kanyamuna et al., 2018).",False,True,False,"(Chirau et al., 2022; Kanyamuna et al., 2018)",parenthetical,Kanyamuna et al.,2018,False,,,,,pilot_inputs/sources_pdf/Kanyamuna_2018.pdf,High,Institutionalization and Policy Integration,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Institutionalization and Policy Integration
2_1,unknown,eedf20ad,"By linking M&E outputs to annual budget cycles and strategic planning, governments can create what Kanyamuna (2021) calls a “functional whole-of-government monitoring and evaluation system.” This integration signals that evaluation and monitoring are not isolated tasks but integral components of evidence-based governance.",True,True,False,Kanyamuna (2021),narrative,Kanyamuna,2021,False,,,,,pilot_inputs/sources_pdf/Kanyamuna_2021.pdf,High,Institutionalization and Policy Integration,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Institutionalization and Policy Integration
2_1,unknown,6d86267d,"Policy integration also involves creating national M&E frameworks or strategies that guide ministries, departments, and agencies (CLEAR-AA, 2020).",False,True,False,"(CLEAR-AA, 2020)",parenthetical,CLEAR-AA,2020,False,,,,,pilot_inputs/sources_pdf/CLEAR_AA_2020.pdf,High,Institutionalization and Policy Integration,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Institutionalization and Policy Integration
2_1,unknown,6d2d32ba,"As Masvaure and Fish (2022) note, a recurring challenge is balancing monitoring (which tends to be more routine and compliance-oriented) with deeper evaluative work.",False,True,False,Masvaure and Fish (2022),narrative,Masvaure and Fish,2022,False,,,,,pilot_inputs/sources_pdf/Masvaure_2020.pdf,High,Institutionalization and Policy Integration,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Institutionalization and Policy Integration
2_1,unknown,f0058c68,"As CLEAR-AA (2020, p. 3) states, “An enabling environment … is a prerequisite for strengthening M&E capacity at individual, institutional, and system levels.” Political buy-in is particularly critical: high-level support can legitimize M&E, allocate resources, and champion evidence-based decision-making (Chirau et al., 2022; Campbell, 2021).",True,True,False,"(Chirau et al., 2022; Campbell, 2021)",parenthetical,Chirau et al.,2022,False,,,,,pilot_inputs/sources_pdf/Chirau_2020.pdf,High,Enabling Environments and Contextual Factors,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Enabling Environments and Contextual Factors
2_1,unknown,28c4aee5,"As CLEAR-AA (2020, p. 3) states, “An enabling environment … is a prerequisite for strengthening M&E capacity at individual, institutional, and system levels.” Political buy-in is particularly critical: high-level support can legitimize M&E, allocate resources, and champion evidence-based decision-making (Chirau et al., 2022; Campbell, 2021).",True,True,False,"(Chirau et al., 2022; Campbell, 2021)",parenthetical,Campbell,2021,False,,,,,pilot_inputs/sources_pdf/Campbell_2021.pdf,High,Enabling Environments and Contextual Factors,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Enabling Environments and Contextual Factors
2_1,unknown,e464c9f0,"Donor-driven fragmentation, however, can inhibit the formation of robust national systems when multiple agencies fund short-term, project-based M&E without aligning to national strategies (Chirau, Masilela, & Dlakavu, 2020).",False,True,False,"(Chirau, Masilela, & Dlakavu, 2020)",parenthetical,Dlakavu,2020,False,,,,,pilot_inputs/sources_pdf/Chirau_2020.pdf,High,Enabling Environments and Contextual Factors,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Enabling Environments and Contextual Factors
2_1,unknown,d9f1a1d1,"The presence of professional evaluation associations, academic programs in M&E, and communities of practice can cultivate shared learning and advocacy for best practices (Makadzange, 2022).",False,True,False,"(Makadzange, 2022)",parenthetical,Makadzange,2022,False,,,,,pilot_inputs/sources_pdf/Makadzange_2022.pdf,High,Enabling Environments and Contextual Factors,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Enabling Environments and Contextual Factors
2_1,unknown,138f3b5e,"While many sources champion holistic and long-term strategies, few offer concrete frameworks for evaluating whether these strategies have indeed strengthened the system in a sustained manner (Masvaure & Chirau, 2020; CLEAR-AA, 2020).",False,True,False,"(Masvaure & Chirau, 2020; CLEAR-AA, 2020)",parenthetical,Masvaure & Chirau,2020,False,,,,,pilot_inputs/sources_pdf/Masvaure_2020.pdf,High,Gaps and Emerging Insights,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Gaps and Emerging Insights
2_1,unknown,97ea0f00,"While many sources champion holistic and long-term strategies, few offer concrete frameworks for evaluating whether these strategies have indeed strengthened the system in a sustained manner (Masvaure & Chirau, 2020; CLEAR-AA, 2020).",False,True,False,"(Masvaure & Chirau, 2020; CLEAR-AA, 2020)",parenthetical,CLEAR-AA,2020,False,,,,,pilot_inputs/sources_pdf/CLEAR_AA_2020.pdf,High,Gaps and Emerging Insights,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Gaps and Emerging Insights
2_1,unknown,fe05d582,"Researchers increasingly call for outcome-based indicators that track changes in how data are generated, used, and integrated into policy decisions (Masvaure & Fish, 2022).",False,True,False,"(Masvaure & Fish, 2022)",parenthetical,Masvaure & Fish,2022,False,,,,,pilot_inputs/sources_pdf/Masvaure_2020.pdf,High,Gaps and Emerging Insights,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Gaps and Emerging Insights
2_1,unknown,977844c6,"Multiple references highlight that governments often institute elaborate monitoring frameworks – focusing on compliance and indicator tracking – yet fall short on conducting rigorous evaluations that generate deeper insights (Chirau et al., 2022; Matsiliza, 2019).",False,True,False,"(Chirau et al., 2022; Matsiliza, 2019)",parenthetical,Chirau et al.,2022,False,,,,,pilot_inputs/sources_pdf/Chirau_2020.pdf,High,Gaps and Emerging Insights,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Gaps and Emerging Insights
2_1,unknown,29a1ccc2,"Multiple references highlight that governments often institute elaborate monitoring frameworks – focusing on compliance and indicator tracking – yet fall short on conducting rigorous evaluations that generate deeper insights (Chirau et al., 2022; Matsiliza, 2019).",False,True,False,"(Chirau et al., 2022; Matsiliza, 2019)",parenthetical,Matsiliza,2019,False,,,,,pilot_inputs/sources_pdf/Matsiliza_2019.pdf,High,Gaps and Emerging Insights,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Gaps and Emerging Insights
2_1,unknown,80c0943f,"Without coordination, these projects risk creating parallel data systems, duplicative indicators, or short-lived capacity-building efforts that dissipate once donor funding ends (Chirau, Masilela, & Dlakavu, 2020).",False,True,False,"(Chirau, Masilela, & Dlakavu, 2020)",parenthetical,Dlakavu,2020,False,,,,,pilot_inputs/sources_pdf/Chirau_2020.pdf,High,Gaps and Emerging Insights,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Gaps and Emerging Insights
2_1,unknown,ea9d013a,"Finally, a noteworthy insight is the importance of balancing demand and supply of M&E information (Chirau et al., 2022; Kanyamuna, 2021).",False,True,False,"(Chirau et al., 2022; Kanyamuna, 2021)",parenthetical,Chirau et al.,2022,False,,,,,pilot_inputs/sources_pdf/Chirau_2020.pdf,High,Gaps and Emerging Insights,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Gaps and Emerging Insights
2_1,unknown,7ead0d19,"Finally, a noteworthy insight is the importance of balancing demand and supply of M&E information (Chirau et al., 2022; Kanyamuna, 2021).",False,True,False,"(Chirau et al., 2022; Kanyamuna, 2021)",parenthetical,Kanyamuna,2021,False,,,,,pilot_inputs/sources_pdf/Kanyamuna_2021.pdf,High,Gaps and Emerging Insights,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Gaps and Emerging Insights
2_1,unknown,549c1a79,Sources such as CLEAR-AA (2020) and Chirau et al.,False,True,False,CLEAR-AA (2020),narrative,CLEAR-AA,2020,False,,,,,pilot_inputs/sources_pdf/CLEAR_AA_2020.pdf,High,Gaps and Emerging Insights,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Gaps and Emerging Insights
2_2,unknown,22fcf595,"Focusing on five influential frameworks – King & Alkin (2018), Kuchenmüller et al.",False,True,False,King & Alkin (2018),narrative,King & Alkin,2018,False,,,,,pilot_inputs/sources_pdf/King_2018.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts
2_2,unknown,7127e73c,"(2022), Ottoson (2009), Stewart (2015), and Yearwood (2018) – it explores multilevel influence models, knowledge-translation networks, knowledge-for-action lenses, capacity-building ecosystems, and push–pull–exchange mechanisms.",False,True,False,Ottoson (2009),narrative,Ottoson,2009,False,,,,,pilot_inputs/sources_pdf/Ottoson_2009.pdf,High,Executive Summary,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Executive Summary
2_2,unknown,ebd74160,"(2022), Ottoson (2009), Stewart (2015), and Yearwood (2018) – it explores multilevel influence models, knowledge-translation networks, knowledge-for-action lenses, capacity-building ecosystems, and push–pull–exchange mechanisms.",False,True,False,Stewart (2015),narrative,Stewart,2015,False,,,,,pilot_inputs/sources_pdf/Stewart_2015.pdf,High,Executive Summary,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Executive Summary
2_2,unknown,5d874848,"(2022), Ottoson (2009), Stewart (2015), and Yearwood (2018) – it explores multilevel influence models, knowledge-translation networks, knowledge-for-action lenses, capacity-building ecosystems, and push–pull–exchange mechanisms.",False,True,False,Yearwood (2018),narrative,Yearwood,2018,False,,,,,pilot_inputs/sources_pdf/Yearwood_2018.pdf,High,Executive Summary,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Executive Summary
2_2,unknown,3cf906f5,"Multilevel Influence Frameworks (King & Alkin, 2018)",False,True,False,"(King & Alkin, 2018)",parenthetical,King & Alkin,2018,False,,,,,pilot_inputs/sources_pdf/King_2018.pdf,High,"Multilevel Influence Frameworks (King & Alkin, 2018)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Multilevel Influence Frameworks (King & Alkin, 2018)"
2_2,unknown,19ca8d71,"King and Alkin (2018) propose a multilevel framework that integrates earlier models of evaluation use and influence, particularly Henry and Mark’s (2003) Schematic Theory and Kirkhart’s (2000) Integrated Theory.",False,True,False,King and Alkin (2018),narrative,King and Alkin,2018,False,,,,,pilot_inputs/sources_pdf/King_2018.pdf,High,"Multilevel Influence Frameworks (King & Alkin, 2018)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Multilevel Influence Frameworks (King & Alkin, 2018)"
2_2,unknown,c0b25a3e,"King and Alkin (2018) propose a multilevel framework that integrates earlier models of evaluation use and influence, particularly Henry and Mark’s (2003) Schematic Theory and Kirkhart’s (2000) Integrated Theory.",False,True,False,Henry and Mark’s (2003),narrative,Henry and Mark’s,2003,False,,,,,,High,"Multilevel Influence Frameworks (King & Alkin, 2018)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Multilevel Influence Frameworks (King & Alkin, 2018)"
2_2,unknown,2e14ef96,"King and Alkin (2018) propose a multilevel framework that integrates earlier models of evaluation use and influence, particularly Henry and Mark’s (2003) Schematic Theory and Kirkhart’s (2000) Integrated Theory.",False,True,False,Theory and Kirkhart’s (2000),narrative,Theory and Kirkhart’s,2000,False,,,,,,High,"Multilevel Influence Frameworks (King & Alkin, 2018)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Multilevel Influence Frameworks (King & Alkin, 2018)"
2_2,unknown,87d82adf,"Knowledge-Translation Network Theory (Kuchenmüller et al., 2022)",False,True,False,"(Kuchenmüller et al., 2022)",parenthetical,Kuchenmüller et al.,2022,False,,,,,,High,"Knowledge-Translation Network Theory (Kuchenmüller et al., 2022)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Knowledge-Translation Network Theory (Kuchenmüller et al., 2022)"
2_2,unknown,591d0451,"Knowledge-for-Action Lenses (Ottoson, 2009)",False,True,False,"(Ottoson, 2009)",parenthetical,Ottoson,2009,False,,,,,pilot_inputs/sources_pdf/Ottoson_2009.pdf,High,"Knowledge-for-Action Lenses (Ottoson, 2009)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Knowledge-for-Action Lenses (Ottoson, 2009)"
2_2,unknown,8af4f7b7,"Ottoson (2009) synthesizes five influential theoretical perspectives – knowledge utilization, diffusion, implementation, transfer, and translation – into what she calls “knowledge-for-action” theories.",True,True,False,Ottoson (2009),narrative,Ottoson,2009,False,,,,,pilot_inputs/sources_pdf/Ottoson_2009.pdf,High,"Knowledge-for-Action Lenses (Ottoson, 2009)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Knowledge-for-Action Lenses (Ottoson, 2009)"
2_2,each theory contributes distinct evaluative emphases,8d7049d0,"Capacity-Building Ecosystem Theory of Change (Stewart, 2015)",False,True,False,"(Stewart, 2015)",parenthetical,Stewart,2015,False,,,,,pilot_inputs/sources_pdf/Stewart_2015.pdf,High,"Capacity-Building Ecosystem Theory of Change (Stewart, 2015)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Capacity-Building Ecosystem Theory of Change (Stewart, 2015)"
2_2,each theory contributes distinct evaluative emphases,5d08ea9a,"Stewart (2015) proposes a people-centered, demand-led Theory of Change (ToC) for building the capacity of decision-makers to use research evidence, grounded in the governance, economic, and social realities of Southern Africa.",False,True,False,Stewart (2015),narrative,Stewart,2015,False,,,,,pilot_inputs/sources_pdf/Stewart_2015.pdf,High,"Capacity-Building Ecosystem Theory of Change (Stewart, 2015)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Capacity-Building Ecosystem Theory of Change (Stewart, 2015)"
2_2,each theory contributes distinct evaluative emphases,57be317e,"Push–Pull–Exchange Mechanism (Yearwood, 2018)",False,True,False,"(Yearwood, 2018)",parenthetical,Yearwood,2018,False,,,,,pilot_inputs/sources_pdf/Yearwood_2018.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts
2_2,each theory contributes distinct evaluative emphases,54887b3e,Yearwood (2018) presents a Theory of Change grounded in the EvIDeNCe initiative – an integrated regional effort led by the Caribbean Public Health Agency (CARPHA) to strengthen the uptake of research in health policymaking.,False,True,False,Yearwood (2018),narrative,Yearwood,2018,False,,,,,pilot_inputs/sources_pdf/Yearwood_2018.pdf,High,"Push–Pull–Exchange Mechanism (Yearwood, 2018)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Push–Pull–Exchange Mechanism (Yearwood, 2018)"
2_2,each theory contributes distinct evaluative emphases,04540c3a,"Across frameworks, this includes efforts such as upgrading data systems, producing tailored evidence briefs, establishing interagency portals (Ottoson, 2009; Yearwood, 2018), and harmonizing indicator sets across networks (Kuchenmüller et al., 2022).",False,True,False,"(Ottoson, 2009; Yearwood, 2018)",parenthetical,Ottoson,2009,False,,,,,pilot_inputs/sources_pdf/Ottoson_2009.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts
2_2,each theory contributes distinct evaluative emphases,0323db76,"Across frameworks, this includes efforts such as upgrading data systems, producing tailored evidence briefs, establishing interagency portals (Ottoson, 2009; Yearwood, 2018), and harmonizing indicator sets across networks (Kuchenmüller et al., 2022).",False,True,False,"(Ottoson, 2009; Yearwood, 2018)",parenthetical,Yearwood,2018,False,,,,,pilot_inputs/sources_pdf/Yearwood_2018.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts
2_2,each theory contributes distinct evaluative emphases,17047fbd,"Across frameworks, this includes efforts such as upgrading data systems, producing tailored evidence briefs, establishing interagency portals (Ottoson, 2009; Yearwood, 2018), and harmonizing indicator sets across networks (Kuchenmüller et al., 2022).",False,True,False,"(Kuchenmüller et al., 2022)",parenthetical,Kuchenmüller et al.,2022,False,,,,,,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts
2_2,each theory contributes distinct evaluative emphases,f49bb876,"Stewart (2015) emphasizes that evidence use must be institutionally rewarded – through HR systems, budget allocations, and leadership mandates – to become routine.",False,True,True,Stewart (2015),narrative,Stewart,2015,False,,,,,pilot_inputs/sources_pdf/Stewart_2015.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts
2_2,each theory contributes distinct evaluative emphases,0a841b63,"Similarly, frameworks by King & Alkin (2018) and Kuchenmüller et al.",False,True,False,King & Alkin (2018),narrative,King & Alkin,2018,False,,,,,pilot_inputs/sources_pdf/King_2018.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts
2_2,each theory contributes distinct evaluative emphases,ce8ca8b2,"These include stakeholder dialogues (Yearwood, 2018), mentorship networks (Stewart, 2015), and co-productive spaces for agenda-setting and sensemaking (Ottoson, 2009).",False,True,False,"(Yearwood, 2018)",parenthetical,Yearwood,2018,False,,,,,pilot_inputs/sources_pdf/Yearwood_2018.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts
2_2,each theory contributes distinct evaluative emphases,f4d86fc7,"These include stakeholder dialogues (Yearwood, 2018), mentorship networks (Stewart, 2015), and co-productive spaces for agenda-setting and sensemaking (Ottoson, 2009).",False,True,False,"(Stewart, 2015)",parenthetical,Stewart,2015,False,,,,,pilot_inputs/sources_pdf/Stewart_2015.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts
2_2,each theory contributes distinct evaluative emphases,3f50dc9e,"These include stakeholder dialogues (Yearwood, 2018), mentorship networks (Stewart, 2015), and co-productive spaces for agenda-setting and sensemaking (Ottoson, 2009).",False,True,False,"(Ottoson, 2009)",parenthetical,Ottoson,2009,False,,,,,pilot_inputs/sources_pdf/Ottoson_2009.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts
2_2,each theory contributes distinct evaluative emphases,34a3699e,"Network charters, peer-review mechanisms, and Secretariat facilitation (Kuchenmüller et al., 2022) help institutionalize these exchanges and legitimize the resulting knowledge.",False,True,False,"(Kuchenmüller et al., 2022)",parenthetical,Kuchenmüller et al.,2022,False,,,,,,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts
2_2,each theory contributes distinct evaluative emphases,8c24196b,These risks underscore the value of diagnostic approaches – like Ottoson’s (2009) composite lens or King and Alkin’s multilevel schema – that help identify the mechanisms most likely to succeed under particular conditions.,False,True,False,Ottoson’s (2009),narrative,Ottoson’s,2009,False,,,,,,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts
2_2,each theory contributes distinct evaluative emphases,8b09722f,"Stewart (2015) and Ottoson (2009) stress that without an enabling environment, even the best-trained staff are unlikely to use evidence.",False,True,False,Stewart (2015),narrative,Stewart,2015,False,,,,,pilot_inputs/sources_pdf/Stewart_2015.pdf,High,Cross-Cutting Insights and Synthesis,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Cross-Cutting Insights and Synthesis
