review_id,section,claim_id,claim_text,is_quote,has_numbers,is_causal_or_normative,citation_text,citation_type,citation_author,citation_year,is_secondary,primary_mentioned_author,primary_mentioned_year,stated_page,in_reference_list,source_pdf_path,priority,section_canonical,section_level,research_question,section_title,source_pdf
2_1,unknown,52c5cf95,Sources such as CLEAR-AA (2020) and Chirau et al.,False,True,False,CLEAR-AA (2020),narrative,CLEAR-AA,2020,False,,,,,pilot_inputs/sources_pdf/CLEAR_AA_2020.pdf,High,Gaps and Emerging Insights,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Gaps and Emerging Insights,CLEAR_AA_2020.pdf
2_2,unknown,234952ae,"Focusing on five influential frameworks – King & Alkin (2018), Kuchenmüller et al.",False,True,False,King & Alkin (2018),narrative,King & Alkin,2018,False,,,,,pilot_inputs/sources_pdf/King_2018.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts,King_2018.pdf
2_2,unknown,8bde86a2,"(2022), Ottoson (2009), Stewart (2015), and Yearwood (2018) – it explores multilevel influence models, knowledge-translation networks, knowledge-for-action lenses, capacity-building ecosystems, and push–pull–exchange mechanisms.",False,True,False,Ottoson (2009),narrative,Ottoson,2009,False,,,,,pilot_inputs/sources_pdf/Ottoson_2009.pdf,High,Executive Summary,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Executive Summary,Ottoson_2009.pdf
2_2,unknown,099b32b6,"(2022), Ottoson (2009), Stewart (2015), and Yearwood (2018) – it explores multilevel influence models, knowledge-translation networks, knowledge-for-action lenses, capacity-building ecosystems, and push–pull–exchange mechanisms.",False,True,False,Stewart (2015),narrative,Stewart,2015,False,,,,,pilot_inputs/sources_pdf/Stewart_2015.pdf,High,Executive Summary,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Executive Summary,Stewart_2015.pdf
2_2,unknown,df7d10cf,"(2022), Ottoson (2009), Stewart (2015), and Yearwood (2018) – it explores multilevel influence models, knowledge-translation networks, knowledge-for-action lenses, capacity-building ecosystems, and push–pull–exchange mechanisms.",False,True,False,Yearwood (2018),narrative,Yearwood,2018,False,,,,,pilot_inputs/sources_pdf/Yearwood_2018.pdf,High,Executive Summary,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Executive Summary,Yearwood_2018.pdf
2_2,unknown,b6be2686,"Multilevel Influence Frameworks (King & Alkin, 2018)",False,True,False,"(King & Alkin, 2018)",parenthetical,King & Alkin,2018,False,,,,,pilot_inputs/sources_pdf/King_2018.pdf,High,"Multilevel Influence Frameworks (King & Alkin, 2018)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Multilevel Influence Frameworks (King & Alkin, 2018)",King_2018.pdf
2_2,unknown,6b495edb,"King and Alkin (2018) propose a multilevel framework that integrates earlier models of evaluation use and influence, particularly Henry and Mark’s (2003) Schematic Theory and Kirkhart’s (2000) Integrated Theory.",False,True,False,King and Alkin (2018),narrative,King and Alkin,2018,False,,,,,pilot_inputs/sources_pdf/King_2018.pdf,High,"Multilevel Influence Frameworks (King & Alkin, 2018)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Multilevel Influence Frameworks (King & Alkin, 2018)",King_2018.pdf
2_2,unknown,ad0ccbe0,"King and Alkin (2018) propose a multilevel framework that integrates earlier models of evaluation use and influence, particularly Henry and Mark’s (2003) Schematic Theory and Kirkhart’s (2000) Integrated Theory.",False,True,False,Henry and Mark’s (2003),narrative,Henry and Mark’s,2003,False,,,,,,High,"Multilevel Influence Frameworks (King & Alkin, 2018)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Multilevel Influence Frameworks (King & Alkin, 2018)",Arthur_2003.pdf
2_2,unknown,06635738,"King and Alkin (2018) propose a multilevel framework that integrates earlier models of evaluation use and influence, particularly Henry and Mark’s (2003) Schematic Theory and Kirkhart’s (2000) Integrated Theory.",False,True,False,Theory and Kirkhart’s (2000),narrative,Theory and Kirkhart’s,2000,False,,,,,,High,"Multilevel Influence Frameworks (King & Alkin, 2018)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Multilevel Influence Frameworks (King & Alkin, 2018)",Kirkhart_2000.pdf
2_2,unknown,4a3e2391,"Knowledge-Translation Network Theory (Kuchenmüller et al., 2022)",False,True,False,"(Kuchenmüller et al., 2022)",parenthetical,Kuchenmüller et al.,2022,False,,,,,,High,"Knowledge-Translation Network Theory (Kuchenmüller et al., 2022)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Knowledge-Translation Network Theory (Kuchenmüller et al., 2022)",Aantjes_2022.pdf
2_2,unknown,b51e3f8f,"Knowledge-for-Action Lenses (Ottoson, 2009)",False,True,False,"(Ottoson, 2009)",parenthetical,Ottoson,2009,False,,,,,pilot_inputs/sources_pdf/Ottoson_2009.pdf,High,"Knowledge-for-Action Lenses (Ottoson, 2009)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Knowledge-for-Action Lenses (Ottoson, 2009)",Ottoson_2009.pdf
2_2,unknown,4d84da20,"Ottoson (2009) synthesizes five influential theoretical perspectives – knowledge utilization, diffusion, implementation, transfer, and translation – into what she calls “knowledge-for-action” theories.",True,True,False,Ottoson (2009),narrative,Ottoson,2009,False,,,,,pilot_inputs/sources_pdf/Ottoson_2009.pdf,High,"Knowledge-for-Action Lenses (Ottoson, 2009)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Knowledge-for-Action Lenses (Ottoson, 2009)",Ottoson_2009.pdf
2_2,each theory contributes distinct evaluative emphases,6778c1c7,"Capacity-Building Ecosystem Theory of Change (Stewart, 2015)",False,True,False,"(Stewart, 2015)",parenthetical,Stewart,2015,False,,,,,pilot_inputs/sources_pdf/Stewart_2015.pdf,High,"Capacity-Building Ecosystem Theory of Change (Stewart, 2015)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Capacity-Building Ecosystem Theory of Change (Stewart, 2015)",Stewart_2015.pdf
2_2,each theory contributes distinct evaluative emphases,47591d32,"Stewart (2015) proposes a people-centered, demand-led Theory of Change (ToC) for building the capacity of decision-makers to use research evidence, grounded in the governance, economic, and social realities of Southern Africa.",False,True,False,Stewart (2015),narrative,Stewart,2015,False,,,,,pilot_inputs/sources_pdf/Stewart_2015.pdf,High,"Capacity-Building Ecosystem Theory of Change (Stewart, 2015)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Capacity-Building Ecosystem Theory of Change (Stewart, 2015)",Stewart_2015.pdf
2_2,each theory contributes distinct evaluative emphases,9eae099d,"Push–Pull–Exchange Mechanism (Yearwood, 2018)",False,True,False,"(Yearwood, 2018)",parenthetical,Yearwood,2018,False,,,,,pilot_inputs/sources_pdf/Yearwood_2018.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts,Yearwood_2018.pdf
2_2,each theory contributes distinct evaluative emphases,56778a1a,Yearwood (2018) presents a Theory of Change grounded in the EvIDeNCe initiative – an integrated regional effort led by the Caribbean Public Health Agency (CARPHA) to strengthen the uptake of research in health policymaking.,False,True,False,Yearwood (2018),narrative,Yearwood,2018,False,,,,,pilot_inputs/sources_pdf/Yearwood_2018.pdf,High,"Push–Pull–Exchange Mechanism (Yearwood, 2018)",3,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?","Push–Pull–Exchange Mechanism (Yearwood, 2018)",Yearwood_2018.pdf
2_2,each theory contributes distinct evaluative emphases,bebc7593,"Across frameworks, this includes efforts such as upgrading data systems, producing tailored evidence briefs, establishing interagency portals (Ottoson, 2009; Yearwood, 2018), and harmonizing indicator sets across networks (Kuchenmüller et al., 2022).",False,True,False,"(Ottoson, 2009; Yearwood, 2018)",parenthetical,Ottoson,2009,False,,,,,pilot_inputs/sources_pdf/Ottoson_2009.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts,Ottoson_2009.pdf
2_2,each theory contributes distinct evaluative emphases,628eab2e,"Across frameworks, this includes efforts such as upgrading data systems, producing tailored evidence briefs, establishing interagency portals (Ottoson, 2009; Yearwood, 2018), and harmonizing indicator sets across networks (Kuchenmüller et al., 2022).",False,True,False,"(Ottoson, 2009; Yearwood, 2018)",parenthetical,Yearwood,2018,False,,,,,pilot_inputs/sources_pdf/Yearwood_2018.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts,Ottoson_2009.pdf
2_2,each theory contributes distinct evaluative emphases,f94390ed,"Across frameworks, this includes efforts such as upgrading data systems, producing tailored evidence briefs, establishing interagency portals (Ottoson, 2009; Yearwood, 2018), and harmonizing indicator sets across networks (Kuchenmüller et al., 2022).",False,True,False,"(Kuchenmüller et al., 2022)",parenthetical,Kuchenmüller et al.,2022,False,,,,,,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts,Aantjes_2022.pdf
2_2,each theory contributes distinct evaluative emphases,9f851bf6,"Stewart (2015) emphasizes that evidence use must be institutionally rewarded – through HR systems, budget allocations, and leadership mandates – to become routine.",False,True,True,Stewart (2015),narrative,Stewart,2015,False,,,,,pilot_inputs/sources_pdf/Stewart_2015.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts,Stewart_2015.pdf
2_2,each theory contributes distinct evaluative emphases,45944aca,"Similarly, frameworks by King & Alkin (2018) and Kuchenmüller et al.",False,True,False,King & Alkin (2018),narrative,King & Alkin,2018,False,,,,,pilot_inputs/sources_pdf/King_2018.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts,King_2018.pdf
2_2,each theory contributes distinct evaluative emphases,ee048a60,"These include stakeholder dialogues (Yearwood, 2018), mentorship networks (Stewart, 2015), and co-productive spaces for agenda-setting and sensemaking (Ottoson, 2009).",False,True,False,"(Yearwood, 2018)",parenthetical,Yearwood,2018,False,,,,,pilot_inputs/sources_pdf/Yearwood_2018.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts,Yearwood_2018.pdf
2_2,each theory contributes distinct evaluative emphases,8ffd5086,"These include stakeholder dialogues (Yearwood, 2018), mentorship networks (Stewart, 2015), and co-productive spaces for agenda-setting and sensemaking (Ottoson, 2009).",False,True,False,"(Stewart, 2015)",parenthetical,Stewart,2015,False,,,,,pilot_inputs/sources_pdf/Stewart_2015.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts,Stewart_2015.pdf
2_2,each theory contributes distinct evaluative emphases,abe718b6,"These include stakeholder dialogues (Yearwood, 2018), mentorship networks (Stewart, 2015), and co-productive spaces for agenda-setting and sensemaking (Ottoson, 2009).",False,True,False,"(Ottoson, 2009)",parenthetical,Ottoson,2009,False,,,,,pilot_inputs/sources_pdf/Ottoson_2009.pdf,High,Mechanisms and Pathways Across Contexts,2,"What are the primary theories of change linking M&E systems strengthening interventions to improved evaluative evidence demand, supply, and/or use?",Mechanisms and Pathways Across Contexts,Ottoson_2009.pdf
