review_id,section,claim_id,claim_text,citation_author,citation_year,source_pdf_path,verdict,rationale,evidence_span,required_fix,risk_flags,proposed_rewrite,page_anchor,rewrite_notes,rewrite_flags
2_1,unknown,eedf20ad,"By linking M&E outputs to annual budget cycles and strategic planning, governments can create what Kanyamuna (2021) calls a “functional whole-of-government monitoring and evaluation system.” This integration signals that evaluation and monitoring are not isolated tasks but integral components of evidence-based governance.",Kanyamuna,2021,pilot_inputs/sources_pdf/Kanyamuna_2021.pdf,,,,,,,,,
2_1,unknown,6d86267d,"Policy integration also involves creating national M&E frameworks or strategies that guide ministries, departments, and agencies (CLEAR-AA, 2020).",CLEAR-AA,2020,pilot_inputs/sources_pdf/CLEAR_AA_2020.pdf,,,,,,,,,
2_1,unknown,6d2d32ba,"As Masvaure and Fish (2022) note, a recurring challenge is balancing monitoring (which tends to be more routine and compliance-oriented) with deeper evaluative work.",Masvaure and Fish,2022,pilot_inputs/sources_pdf/Masvaure_2020.pdf,,,,,,,,,
2_1,unknown,f0058c68,"As CLEAR-AA (2020, p. 3) states, “An enabling environment … is a prerequisite for strengthening M&E capacity at individual, institutional, and system levels.” Political buy-in is particularly critical: high-level support can legitimize M&E, allocate resources, and champion evidence-based decision-making (Chirau et al., 2022; Campbell, 2021).",Chirau et al.,2022,pilot_inputs/sources_pdf/Chirau_2020.pdf,,,,,,,,,
2_1,unknown,28c4aee5,"As CLEAR-AA (2020, p. 3) states, “An enabling environment … is a prerequisite for strengthening M&E capacity at individual, institutional, and system levels.” Political buy-in is particularly critical: high-level support can legitimize M&E, allocate resources, and champion evidence-based decision-making (Chirau et al., 2022; Campbell, 2021).",Campbell,2021,pilot_inputs/sources_pdf/Campbell_2021.pdf,,,,,,,,,
2_1,unknown,e464c9f0,"Donor-driven fragmentation, however, can inhibit the formation of robust national systems when multiple agencies fund short-term, project-based M&E without aligning to national strategies (Chirau, Masilela, & Dlakavu, 2020).",Dlakavu,2020,pilot_inputs/sources_pdf/Chirau_2020.pdf,,,,,,,,,
2_1,unknown,d9f1a1d1,"The presence of professional evaluation associations, academic programs in M&E, and communities of practice can cultivate shared learning and advocacy for best practices (Makadzange, 2022).",Makadzange,2022,pilot_inputs/sources_pdf/Makadzange_2022.pdf,,,,,,,,,
2_1,unknown,138f3b5e,"While many sources champion holistic and long-term strategies, few offer concrete frameworks for evaluating whether these strategies have indeed strengthened the system in a sustained manner (Masvaure & Chirau, 2020; CLEAR-AA, 2020).",Masvaure & Chirau,2020,pilot_inputs/sources_pdf/Masvaure_2020.pdf,,,,,,,,,
2_1,unknown,97ea0f00,"While many sources champion holistic and long-term strategies, few offer concrete frameworks for evaluating whether these strategies have indeed strengthened the system in a sustained manner (Masvaure & Chirau, 2020; CLEAR-AA, 2020).",CLEAR-AA,2020,pilot_inputs/sources_pdf/CLEAR_AA_2020.pdf,,,,,,,,,
2_1,unknown,fe05d582,"Researchers increasingly call for outcome-based indicators that track changes in how data are generated, used, and integrated into policy decisions (Masvaure & Fish, 2022).",Masvaure & Fish,2022,pilot_inputs/sources_pdf/Masvaure_2020.pdf,,,,,,,,,
2_1,unknown,977844c6,"Multiple references highlight that governments often institute elaborate monitoring frameworks – focusing on compliance and indicator tracking – yet fall short on conducting rigorous evaluations that generate deeper insights (Chirau et al., 2022; Matsiliza, 2019).",Chirau et al.,2022,pilot_inputs/sources_pdf/Chirau_2020.pdf,,,,,,,,,
2_1,unknown,29a1ccc2,"Multiple references highlight that governments often institute elaborate monitoring frameworks – focusing on compliance and indicator tracking – yet fall short on conducting rigorous evaluations that generate deeper insights (Chirau et al., 2022; Matsiliza, 2019).",Matsiliza,2019,pilot_inputs/sources_pdf/Matsiliza_2019.pdf,,,,,,,,,
2_1,unknown,80c0943f,"Without coordination, these projects risk creating parallel data systems, duplicative indicators, or short-lived capacity-building efforts that dissipate once donor funding ends (Chirau, Masilela, & Dlakavu, 2020).",Dlakavu,2020,pilot_inputs/sources_pdf/Chirau_2020.pdf,,,,,,,,,
2_1,unknown,ea9d013a,"Finally, a noteworthy insight is the importance of balancing demand and supply of M&E information (Chirau et al., 2022; Kanyamuna, 2021).",Chirau et al.,2022,pilot_inputs/sources_pdf/Chirau_2020.pdf,,,,,,,,,
2_1,unknown,7ead0d19,"Finally, a noteworthy insight is the importance of balancing demand and supply of M&E information (Chirau et al., 2022; Kanyamuna, 2021).",Kanyamuna,2021,pilot_inputs/sources_pdf/Kanyamuna_2021.pdf,,,,,,,,,
2_1,unknown,549c1a79,Sources such as CLEAR-AA (2020) and Chirau et al.,CLEAR-AA,2020,pilot_inputs/sources_pdf/CLEAR_AA_2020.pdf,,,,,,,,,
2_2,unknown,22fcf595,"Focusing on five influential frameworks – King & Alkin (2018), Kuchenmüller et al.",King & Alkin,2018,pilot_inputs/sources_pdf/King_2018.pdf,,,,,,,,,
2_2,unknown,7127e73c,"(2022), Ottoson (2009), Stewart (2015), and Yearwood (2018) – it explores multilevel influence models, knowledge-translation networks, knowledge-for-action lenses, capacity-building ecosystems, and push–pull–exchange mechanisms.",Ottoson,2009,pilot_inputs/sources_pdf/Ottoson_2009.pdf,,,,,,,,,
2_2,unknown,ebd74160,"(2022), Ottoson (2009), Stewart (2015), and Yearwood (2018) – it explores multilevel influence models, knowledge-translation networks, knowledge-for-action lenses, capacity-building ecosystems, and push–pull–exchange mechanisms.",Stewart,2015,pilot_inputs/sources_pdf/Stewart_2015.pdf,,,,,,,,,
2_2,unknown,5d874848,"(2022), Ottoson (2009), Stewart (2015), and Yearwood (2018) – it explores multilevel influence models, knowledge-translation networks, knowledge-for-action lenses, capacity-building ecosystems, and push–pull–exchange mechanisms.",Yearwood,2018,pilot_inputs/sources_pdf/Yearwood_2018.pdf,,,,,,,,,
2_2,unknown,3cf906f5,"Multilevel Influence Frameworks (King & Alkin, 2018)",King & Alkin,2018,pilot_inputs/sources_pdf/King_2018.pdf,,,,,,,,,
2_2,unknown,19ca8d71,"King and Alkin (2018) propose a multilevel framework that integrates earlier models of evaluation use and influence, particularly Henry and Mark’s (2003) Schematic Theory and Kirkhart’s (2000) Integrated Theory.",King and Alkin,2018,pilot_inputs/sources_pdf/King_2018.pdf,,,,,,,,,
2_2,unknown,c0b25a3e,"King and Alkin (2018) propose a multilevel framework that integrates earlier models of evaluation use and influence, particularly Henry and Mark’s (2003) Schematic Theory and Kirkhart’s (2000) Integrated Theory.",Henry and Mark’s,2003,,,,,,,,,,
2_2,unknown,2e14ef96,"King and Alkin (2018) propose a multilevel framework that integrates earlier models of evaluation use and influence, particularly Henry and Mark’s (2003) Schematic Theory and Kirkhart’s (2000) Integrated Theory.",Theory and Kirkhart’s,2000,,,,,,,,,,
2_2,unknown,87d82adf,"Knowledge-Translation Network Theory (Kuchenmüller et al., 2022)",Kuchenmüller et al.,2022,,,,,,,,,,
2_2,unknown,591d0451,"Knowledge-for-Action Lenses (Ottoson, 2009)",Ottoson,2009,pilot_inputs/sources_pdf/Ottoson_2009.pdf,,,,,,,,,
2_2,unknown,8af4f7b7,"Ottoson (2009) synthesizes five influential theoretical perspectives – knowledge utilization, diffusion, implementation, transfer, and translation – into what she calls “knowledge-for-action” theories.",Ottoson,2009,pilot_inputs/sources_pdf/Ottoson_2009.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,8d7049d0,"Capacity-Building Ecosystem Theory of Change (Stewart, 2015)",Stewart,2015,pilot_inputs/sources_pdf/Stewart_2015.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,5d08ea9a,"Stewart (2015) proposes a people-centered, demand-led Theory of Change (ToC) for building the capacity of decision-makers to use research evidence, grounded in the governance, economic, and social realities of Southern Africa.",Stewart,2015,pilot_inputs/sources_pdf/Stewart_2015.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,57be317e,"Push–Pull–Exchange Mechanism (Yearwood, 2018)",Yearwood,2018,pilot_inputs/sources_pdf/Yearwood_2018.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,54887b3e,Yearwood (2018) presents a Theory of Change grounded in the EvIDeNCe initiative – an integrated regional effort led by the Caribbean Public Health Agency (CARPHA) to strengthen the uptake of research in health policymaking.,Yearwood,2018,pilot_inputs/sources_pdf/Yearwood_2018.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,04540c3a,"Across frameworks, this includes efforts such as upgrading data systems, producing tailored evidence briefs, establishing interagency portals (Ottoson, 2009; Yearwood, 2018), and harmonizing indicator sets across networks (Kuchenmüller et al., 2022).",Ottoson,2009,pilot_inputs/sources_pdf/Ottoson_2009.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,0323db76,"Across frameworks, this includes efforts such as upgrading data systems, producing tailored evidence briefs, establishing interagency portals (Ottoson, 2009; Yearwood, 2018), and harmonizing indicator sets across networks (Kuchenmüller et al., 2022).",Yearwood,2018,pilot_inputs/sources_pdf/Yearwood_2018.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,17047fbd,"Across frameworks, this includes efforts such as upgrading data systems, producing tailored evidence briefs, establishing interagency portals (Ottoson, 2009; Yearwood, 2018), and harmonizing indicator sets across networks (Kuchenmüller et al., 2022).",Kuchenmüller et al.,2022,,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,f49bb876,"Stewart (2015) emphasizes that evidence use must be institutionally rewarded – through HR systems, budget allocations, and leadership mandates – to become routine.",Stewart,2015,pilot_inputs/sources_pdf/Stewart_2015.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,0a841b63,"Similarly, frameworks by King & Alkin (2018) and Kuchenmüller et al.",King & Alkin,2018,pilot_inputs/sources_pdf/King_2018.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,ce8ca8b2,"These include stakeholder dialogues (Yearwood, 2018), mentorship networks (Stewart, 2015), and co-productive spaces for agenda-setting and sensemaking (Ottoson, 2009).",Yearwood,2018,pilot_inputs/sources_pdf/Yearwood_2018.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,f4d86fc7,"These include stakeholder dialogues (Yearwood, 2018), mentorship networks (Stewart, 2015), and co-productive spaces for agenda-setting and sensemaking (Ottoson, 2009).",Stewart,2015,pilot_inputs/sources_pdf/Stewart_2015.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,3f50dc9e,"These include stakeholder dialogues (Yearwood, 2018), mentorship networks (Stewart, 2015), and co-productive spaces for agenda-setting and sensemaking (Ottoson, 2009).",Ottoson,2009,pilot_inputs/sources_pdf/Ottoson_2009.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,34a3699e,"Network charters, peer-review mechanisms, and Secretariat facilitation (Kuchenmüller et al., 2022) help institutionalize these exchanges and legitimize the resulting knowledge.",Kuchenmüller et al.,2022,,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,8c24196b,These risks underscore the value of diagnostic approaches – like Ottoson’s (2009) composite lens or King and Alkin’s multilevel schema – that help identify the mechanisms most likely to succeed under particular conditions.,Ottoson’s,2009,,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,8b09722f,"Stewart (2015) and Ottoson (2009) stress that without an enabling environment, even the best-trained staff are unlikely to use evidence.",Stewart,2015,pilot_inputs/sources_pdf/Stewart_2015.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,a1d99978,"Stewart (2015) and Ottoson (2009) stress that without an enabling environment, even the best-trained staff are unlikely to use evidence.",Ottoson,2009,pilot_inputs/sources_pdf/Ottoson_2009.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,ea3fd0a1,"These include codified roles for M&E units, integration of evidence standards into national planning systems, and Secretariat-facilitated peer review mechanisms (Yearwood, 2018; Kuchenmüller et al., 2022).",Yearwood,2018,pilot_inputs/sources_pdf/Yearwood_2018.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,cc08b69a,"These include codified roles for M&E units, integration of evidence standards into national planning systems, and Secretariat-facilitated peer review mechanisms (Yearwood, 2018; Kuchenmüller et al., 2022).",Kuchenmüller et al.,2022,pilot_inputs/sources_pdf/Yearwood_2018.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,e1f628bc,"King and Alkin (2018) go further to suggest that system-level influence hinges on such institutional codification, which transforms isolated use into collective, routinized influence.",King and Alkin,2018,pilot_inputs/sources_pdf/King_2018.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,727411ae,"Yearwood (2018) and Stewart (2015) both highlight how communities of practice, stakeholder dialogues, and sustained mentorship can build mutual trust and legitimacy.",Yearwood,2018,pilot_inputs/sources_pdf/Yearwood_2018.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,d74554ab,"Yearwood (2018) and Stewart (2015) both highlight how communities of practice, stakeholder dialogues, and sustained mentorship can build mutual trust and legitimacy.",Stewart,2015,pilot_inputs/sources_pdf/Stewart_2015.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,f1f67893,"Stewart’s (2015) Southern African ToC explicitly incorporates poverty, inequality, and donor reliance into its logic, while Kuchenmüller’s (2022) network ToC acknowledges that KT systems evolve through different maturity phases, requiring varying forms of support.",Stewart’s,2015,,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,99fabcb8,"Kirkhart’s long-term influence model (via King & Alkin, 2018) and Yearwood’s backward-mapped ToC both encourage planners to anticipate distal, indirect effects.",King & Alkin,2018,pilot_inputs/sources_pdf/King_2018.pdf,,,,,,,,,
2_2,each theory contributes distinct evaluative emphases,efd2c2f3,Ottoson (2009) contributes a crucial insight by refusing to collapse diverse theories into a single use model.,Ottoson,2009,pilot_inputs/sources_pdf/Ottoson_2009.pdf,,,,,,,,,
2_3,unknown,12d5224d,"Scholars across multiple contexts highlight that “demand” for evaluative evidence can manifest in different ways, including explicit government or donor requests for evaluations, national budget allocations earmarked for evaluation, or institutional mandates requiring evidence-based decision-making (Adams et al., 2013; Mulenga & Porter, 2013).",Adams et al.,2013,pilot_inputs/sources_pdf/Adams_2013.pdf,,,,,,,,,
2_3,unknown,0ed6a56c,"Scholars across multiple contexts highlight that “demand” for evaluative evidence can manifest in different ways, including explicit government or donor requests for evaluations, national budget allocations earmarked for evaluation, or institutional mandates requiring evidence-based decision-making (Adams et al., 2013; Mulenga & Porter, 2013).",Mulenga & Porter,2013,pilot_inputs/sources_pdf/Mulenga_2013.pdf,,,,,,,,,
2_3,unknown,78473c58,"For example, CLEAR-AA (2020) underscores that a national M&E policy or formal government requirement for evaluations often serves as a proxy for strong institutional demand.",CLEAR-AA,2020,pilot_inputs/sources_pdf/CLEAR_AA_2020.pdf,,,,,,,,,
2_3,unknown,aef51986,(2013) and further elaborated by Kumwenda and Latib (2013).,Kumwenda and Latib,2013,pilot_inputs/sources_pdf/Kumwenda_2013.pdf,,,,,,,,,
2_3,unknown,151cccff,"Mulenga and Porter (2013) confirm that in Zambia, donors repeatedly commission or require evaluations as part of accountability requirements, making external impetus a strong driver of demand.",Mulenga and Porter,2013,pilot_inputs/sources_pdf/Mulenga_2013.pdf,,,,,,,,,
2_3,unknown,fc7019c7,"Similarly, Kumwenda and Latib (2013) in Malawi find that while government initiatives for performance assessment are budding, donor pressure remains a more consistent source of formal evaluation requests.",Kumwenda and Latib,2013,pilot_inputs/sources_pdf/Kumwenda_2013.pdf,,,,,,,,,
2_3,unknown,e7b61045,"CLEAR-AA (2020) notes that when government agencies establish and fund dedicated M&E units, it signals an ongoing institutional demand for evidence.",CLEAR-AA,2020,pilot_inputs/sources_pdf/CLEAR_AA_2020.pdf,,,,,,,,,
2_3,unknown,4ac1bbc2,"Meanwhile, Niringiye (2018) describes how Uganda’s Ministry of Finance mandates evaluations for large-scale projects, a structural signal of demand measured by the percentage of projects requiring formal evaluation.",Niringiye,2018,pilot_inputs/sources_pdf/Niringiye_2018.pdf,,,,,,,,,
2_3,unknown,1ce3906e,"As documented by Niringiye (2018), Uganda actively tracks the size of its evaluator pool, initially identifying 75 individuals and 18 firms, later updating to over 150 local experts.",Niringiye,2018,pilot_inputs/sources_pdf/Niringiye_2018.pdf,,,,,,,,,
2_3,unknown,546250b7,"Mulenga and Porter (2013) similarly identify local universities, think tanks, and private firms in Zambia that contribute to the evaluation landscape.",Mulenga and Porter,2013,pilot_inputs/sources_pdf/Mulenga_2013.pdf,,,,,,,,,
2_3,unknown,e7ecda8c,"Beyond raw counts, researchers gauge evaluator competence by examining specialized training, professional degrees, and proficiency in data analysis software, such as NVivo or Stata (Wao et al., 2017).",Wao et al.,2017,pilot_inputs/sources_pdf/Wao_2017.pdf,,,,,,,,,
2_3,unknown,b204edb5,"For instance, Masvaure and Fish (2022) report that capacity-strengthening initiatives in several African countries measure change through pre/post training assessments or by tracking the number of individuals who become certified in advanced evaluation methods.",Masvaure and Fish,2022,pilot_inputs/sources_pdf/Masvaure_2020.pdf,,,,,,,,,
2_3,unknown,f9e1ab10,"Donnelly and Searle (2017) highlight that evaluation capacity building (ECB) is often operationalized by counting workshops conducted or evaluating the presence of formal M&E degree programs, though these efforts sometimes capture only short-term outputs (e.g., number of trainees) rather than the long-term improvements in institutional capacity.",Donnelly and Searle,2017,pilot_inputs/sources_pdf/Donnelly_2017.pdf,,,,,,,,,
2_3,unknown,54285ce6,"Kanyamuna (2021) references LEADS scoring in Zambia (ranging from “Little action” to “Sustainable”) as one structured method to assess dimensions such as organizational capacity, methodology, and participation.",Kanyamuna,2021,pilot_inputs/sources_pdf/Kanyamuna_2021.pdf,,,,,,,,,
2_3,unknown,82c62021,"(2013), Kumwenda and Latib (2013), and Niringiye (2018) – international consultants are shown to dominate major evaluations, often due to perceived or actual gaps in local expertise.",Kumwenda and Latib,2013,pilot_inputs/sources_pdf/Kumwenda_2013.pdf,,,,,,,,,
2_3,unknown,dc23ac76,"(2013), Kumwenda and Latib (2013), and Niringiye (2018) – international consultants are shown to dominate major evaluations, often due to perceived or actual gaps in local expertise.",Niringiye,2018,pilot_inputs/sources_pdf/Niringiye_2018.pdf,,,,,,,,,
2_3,unknown,8b6d63a7,"Furthermore, institutional frameworks, such as the presence of recognized M&E networks (e.g., the Ghana Monitoring and Evaluation Forum), are indicators of how robust or weak local supply might be (Adams et al., 2013).",Adams et al.,2013,pilot_inputs/sources_pdf/Adams_2013.pdf,,,,,,,,,
2_3,unknown,0fc30377,"The “use” of evaluative evidence is frequently subdivided into instrumental, conceptual, and symbolic (or persuasive) use (Johnson et al., 2009).",Johnson et al.,2009,pilot_inputs/sources_pdf/Johnson_1998.pdf,,,,,,,,,
2_3,unknown,5fe386a5,"Symbolic or persuasive use arises when findings are invoked primarily to justify pre-existing positions or satisfy donor or public demands for accountability (Johnson et al., 2009; Worton et al., 2017).",Johnson et al.,2009,pilot_inputs/sources_pdf/Johnson_1998.pdf,,,,,,,,,
2_3,unknown,d9251a2d,"Symbolic or persuasive use arises when findings are invoked primarily to justify pre-existing positions or satisfy donor or public demands for accountability (Johnson et al., 2009; Worton et al., 2017).",Worton et al.,2017,pilot_inputs/sources_pdf/Worton_2017.pdf,,,,,,,,,
2_3,unknown,c41c661e,"Similarly, Niringiye (2018) identifies how the Office of the Prime Minister in Uganda attempts to incorporate evaluation findings but notes that the actual uptake is limited by a lack of systematic feedback loops.",Niringiye,2018,pilot_inputs/sources_pdf/Niringiye_2018.pdf,,,,,,,,,
2_3,unknown,4541cc4d,"Donnelly and Searle (2017) note that stakeholder involvement, typically measured by counting how many and which stakeholders participate in research design or data analysis, can be an important predictor of whether evaluation findings eventually become integrated into decisions.",Donnelly and Searle,2017,pilot_inputs/sources_pdf/Donnelly_2017.pdf,,,,,,,,,
2_3,unknown,c7cc944f,"Scholars propose measures like the proportion of ministries that prepare annual performance reports drawing on any evaluation portfolio generated by the central unit, the frequency with which cabinet briefs cite the government’s synthesis evaluation reports, or the existence of institutional mechanisms – such as interministerial steering committees or standing parliamentary subcommittees – tasked with reviewing cumulative learning across multiple evaluations (CLEARAA, 2020; Kanyamuna, 2021).",CLEARAA,2020,,,,,,,,,,
2_3,unknown,70633309,"Scholars propose measures like the proportion of ministries that prepare annual performance reports drawing on any evaluation portfolio generated by the central unit, the frequency with which cabinet briefs cite the government’s synthesis evaluation reports, or the existence of institutional mechanisms – such as interministerial steering committees or standing parliamentary subcommittees – tasked with reviewing cumulative learning across multiple evaluations (CLEARAA, 2020; Kanyamuna, 2021).",Kanyamuna,2021,pilot_inputs/sources_pdf/Kanyamuna_2021.pdf,,,,,,,,,
2_3,unknown,53c99d95,"Kanyamuna (2021), using the LEADS scoring system, measures the “Use of M&E Information” in Zambia’s government as a separate dimension, assigning a score based on action taken to integrate findings into practice.",Kanyamuna,2021,pilot_inputs/sources_pdf/Kanyamuna_2021.pdf,,,,,,,,,
2_3,unknown,a4f9b159,"Several studies note that while surveys and interviews are common methods for gathering data on demand, supply, and use, the specific indicators vary widely across contexts (Adams et al., 2013; CLEAR-AA, 2020; Donnelly & Searle, 2017).",Adams et al.,2013,pilot_inputs/sources_pdf/Adams_2013.pdf,,,,,,,,,
2_3,unknown,a17f1192,"Several studies note that while surveys and interviews are common methods for gathering data on demand, supply, and use, the specific indicators vary widely across contexts (Adams et al., 2013; CLEAR-AA, 2020; Donnelly & Searle, 2017).",CLEAR-AA,2020,pilot_inputs/sources_pdf/CLEAR_AA_2020.pdf,,,,,,,,,
2_3,unknown,c33854f5,"Several studies note that while surveys and interviews are common methods for gathering data on demand, supply, and use, the specific indicators vary widely across contexts (Adams et al., 2013; CLEAR-AA, 2020; Donnelly & Searle, 2017).",Donnelly & Searle,2017,pilot_inputs/sources_pdf/Donnelly_2017.pdf,,,,,,,,,
2_3,unknown,57dca0ef,"LEADS scoring (Kanyamuna, 2021) and the CKME framework (Worton et al., 2017) exemplify attempts at structured approaches, yet their scoring or categorization schemes differ in scope and application.",Kanyamuna,2021,pilot_inputs/sources_pdf/Kanyamuna_2021.pdf,,,,,,,,,
2_3,unknown,03e116dc,"LEADS scoring (Kanyamuna, 2021) and the CKME framework (Worton et al., 2017) exemplify attempts at structured approaches, yet their scoring or categorization schemes differ in scope and application.",Worton et al.,2017,pilot_inputs/sources_pdf/Worton_2017.pdf,,,,,,,,,
2_3,unknown,b54ec394,"CLEAR-AA (2020) points out that although national M&E frameworks might standardize reporting procedures, actual measurement of use (and to some extent demand and supply) remains inconsistent and heavily dependent on donor or sector-specific guidelines.",CLEAR-AA,2020,pilot_inputs/sources_pdf/CLEAR_AA_2020.pdf,,,,,,,,,
2_3,unknown,da185864,"Kumwenda and Latib (2013), for example, show that external funders often require robust documentation of “demand” (i.e., government willingness) and “use” (i.e., compliance with donor requirements), yet local stakeholders may not internalize or continue these measurement practices once projects end.",Kumwenda and Latib,2013,pilot_inputs/sources_pdf/Kumwenda_2013.pdf,,,,,,,,,
